x,t=15s,t=30s,t=60s,t=90s,t=150s,t=210s
0.016312,34.0011,41.0604,46.8074,48.4323,49.0217,49.0688
0.016316,33.9995,41.0588,46.8058,48.4307,49.02,49.0672
0.01632,33.9979,41.0571,46.8041,48.4291,49.0184,49.0655
0.016324,33.9963,41.0555,46.8025,48.4275,49.0168,49.0639
0.016328,33.9947,41.0539,46.8009,48.4258,49.0152,49.0623
0.016332,33.9931,41.0523,46.7993,48.4242,49.0136,49.0607
0.016336,33.9914,41.0507,46.7977,48.4226,49.012,49.0591
0.01634,33.9898,41.0491,46.796,48.421,49.0103,49.0575
0.016344,33.9882,41.0474,46.7944,48.4194,49.0087,49.0558
0.016348,33.9866,41.0458,46.7928,48.4178,49.0071,49.0542
0.016352,33.985,41.0442,46.7912,48.4161,49.0055,49.0526
0.016356,33.9834,41.0426,46.7896,48.4145,49.0039,49.051
0.01636,33.9818,41.041,46.788,48.4129,49.0023,49.0494
0.016364,33.9802,41.0394,46.7864,48.4113,49.0006,49.0478
0.016368,33.9785,41.0378,46.7847,48.4097,48.999,49.0461
0.016372,33.9769,41.0361,46.7831,48.4081,48.9974,49.0445
0.016376,33.9753,41.0345,46.7815,48.4064,48.9958,49.0429
0.01638,33.9737,41.0329,46.7799,48.4048,48.9942,49.0413
0.016384,33.9721,41.0313,46.7783,48.4032,48.9926,49.0397
0.016388,33.9705,41.0297,46.7767,48.4016,48.991,49.0381
0.016392,33.9689,41.0281,46.7751,48.4,48.9893,49.0365
0.016396,33.9673,41.0265,46.7734,48.3984,48.9877,49.0348
0.0164,33.9657,41.0248,46.7718,48.3968,48.9861,49.0332
0.016404,33.9641,41.0232,46.7702,48.3952,48.9845,49.0316
0.016408,33.9625,41.0216,46.7686,48.3935,48.9829,49.03
0.016412,33.9608,41.02,46.767,48.3919,48.9813,49.0284
0.016416,33.9592,41.0184,46.7654,48.3903,48.9797,49.0268
0.01642,33.9576,41.0168,46.7638,48.3887,48.9781,49.0252
0.016424,33.956,41.0152,46.7622,48.3871,48.9765,49.0236
0.016428,33.9544,41.0136,46.7606,48.3855,48.9748,49.022
0.016432,33.9528,41.012,46.7589,48.3839,48.9732,49.0203
0.016436,33.9512,41.0103,46.7573,48.3823,48.9716,49.0187
0.01644,33.9496,41.0087,46.7557,48.3807,48.97,49.0171
0.016444,33.948,41.0071,46.7541,48.3791,48.9684,49.0155
0.016448,33.9464,41.0055,46.7525,48.3774,48.9668,49.0139
0.016452,33.9448,41.0039,46.7509,48.3758,48.9652,49.0123
0.016456,33.9432,41.0023,46.7493,48.3742,48.9636,49.0107
0.01646,33.9416,41.0007,46.7477,48.3726,48.962,49.0091
0.016464,33.94,40.9991,46.7461,48.371,48.9604,49.0075
0.016468,33.9384,40.9975,46.7445,48.3694,48.9588,49.0059
0.016472,33.9368,40.9959,46.7429,48.3678,48.9571,49.0043
0.016476,33.9352,40.9943,46.7413,48.3662,48.9555,49.0027
0.01648,33.9336,40.9927,46.7396,48.3646,48.9539,49.0011
0.016484,33.932,40.9911,46.738,48.363,48.9523,48.9994
0.016488,33.9303,40.9894,46.7364,48.3614,48.9507,48.9978
0.016492,33.9287,40.9878,46.7348,48.3598,48.9491,48.9962
0.016496,33.9271,40.9862,46.7332,48.3582,48.9475,48.9946
0.0165,33.9255,40.9846,46.7316,48.3566,48.9459,48.993
0.016504,33.9239,40.983,46.73,48.355,48.9443,48.9914
0.016508,33.9223,40.9814,46.7284,48.3533,48.9427,48.9898
0.016512,33.9207,40.9798,46.7268,48.3517,48.9411,48.9882
0.016516,33.9191,40.9782,46.7252,48.3501,48.9395,48.9866
0.01652,33.9175,40.9766,46.7236,48.3485,48.9379,48.985
0.016524,33.9159,40.975,46.722,48.3469,48.9363,48.9834
0.016528,33.9143,40.9734,46.7204,48.3453,48.9347,48.9818
0.016532,33.9127,40.9718,46.7188,48.3437,48.9331,48.9802
0.016536,33.9111,40.9702,46.7172,48.3421,48.9315,48.9786
0.01654,33.9095,40.9686,46.7156,48.3405,48.9299,48.977
0.016544,33.9079,40.967,46.714,48.3389,48.9283,48.9754
0.016548,33.9064,40.9654,46.7124,48.3373,48.9267,48.9738
0.016552,33.9048,40.9638,46.7108,48.3357,48.9251,48.9722
0.016556,33.9032,40.9622,46.7092,48.3341,48.9235,48.9706
0.01656,33.9016,40.9606,46.7076,48.3325,48.9219,48.969
0.016564,33.9,40.959,46.706,48.3309,48.9203,48.9674
0.016568,33.8984,40.9574,46.7044,48.3293,48.9187,48.9658
0.016572,33.8968,40.9558,46.7028,48.3277,48.9171,48.9642
0.016576,33.8952,40.9542,46.7012,48.3261,48.9155,48.9626
0.01658,33.8936,40.9526,46.6996,48.3245,48.9139,48.961
0.016584,33.892,40.951,46.698,48.3229,48.9123,48.9594
0.016588,33.8904,40.9494,46.6964,48.3213,48.9107,48.9578
0.016592,33.8888,40.9478,46.6948,48.3197,48.9091,48.9562
0.016596,33.8872,40.9462,46.6932,48.3181,48.9075,48.9546
0.0166,33.8856,40.9446,46.6916,48.3165,48.9059,48.953
0.016604,33.884,40.943,46.69,48.3149,48.9043,48.9514
0.016608,33.8824,40.9414,46.6884,48.3133,48.9027,48.9498
0.016612,33.8808,40.9398,46.6868,48.3117,48.9011,48.9482
0.016616,33.8792,40.9382,46.6852,48.3102,48.8995,48.9466
0.01662,33.8776,40.9366,46.6836,48.3086,48.8979,48.945
0.016624,33.8761,40.935,46.682,48.307,48.8963,48.9434
0.016628,33.8745,40.9334,46.6804,48.3054,48.8947,48.9418
0.016632,33.8729,40.9318,46.6788,48.3038,48.8931,48.9402
0.016636,33.8713,40.9302,46.6772,48.3022,48.8915,48.9386
0.01664,33.8697,40.9287,46.6756,48.3006,48.8899,48.937
0.016644,33.8681,40.9271,46.674,48.299,48.8883,48.9355
0.016648,33.8665,40.9255,46.6725,48.2974,48.8867,48.9339
0.016652,33.8649,40.9239,46.6709,48.2958,48.8852,48.9323
0.016656,33.8633,40.9223,46.6693,48.2942,48.8836,48.9307
0.01666,33.8617,40.9207,46.6677,48.2926,48.882,48.9291
0.016664,33.8602,40.9191,46.6661,48.291,48.8804,48.9275
0.016668,33.8586,40.9175,46.6645,48.2894,48.8788,48.9259
0.016672,33.857,40.9159,46.6629,48.2878,48.8772,48.9243
0.016676,33.8554,40.9143,46.6613,48.2862,48.8756,48.9227
0.01668,33.8538,40.9127,46.6597,48.2847,48.874,48.9211
0.016684,33.8522,40.9111,46.6581,48.2831,48.8724,48.9195
0.016688,33.8506,40.9095,46.6565,48.2815,48.8708,48.9179
0.016692,33.849,40.908,46.6549,48.2799,48.8692,48.9164
0.016696,33.8475,40.9064,46.6534,48.2783,48.8676,48.9148
0.0167,33.8459,40.9048,46.6518,48.2767,48.8661,48.9132
0.016704,33.8443,40.9032,46.6502,48.2751,48.8645,48.9116
0.016708,33.8427,40.9016,46.6486,48.2735,48.8629,48.91
0.016712,33.8411,40.9,46.647,48.2719,48.8613,48.9084
0.016716,33.8395,40.8984,46.6454,48.2704,48.8597,48.9068
0.01672,33.8379,40.8968,46.6438,48.2688,48.8581,48.9052
0.016724,33.8364,40.8952,46.6422,48.2672,48.8565,48.9036
0.016728,33.8348,40.8937,46.6406,48.2656,48.8549,48.9021
0.016732,33.8332,40.8921,46.6391,48.264,48.8534,48.9005
0.016736,33.8316,40.8905,46.6375,48.2624,48.8518,48.8989
0.01674,33.83,40.8889,46.6359,48.2608,48.8502,48.8973
0.016744,33.8284,40.8873,46.6343,48.2592,48.8486,48.8957
0.016748,33.8269,40.8857,46.6327,48.2577,48.847,48.8941
0.016752,33.8253,40.8841,46.6311,48.2561,48.8454,48.8925
0.016756,33.8237,40.8826,46.6295,48.2545,48.8438,48.891
0.01676,33.8221,40.881,46.628,48.2529,48.8423,48.8894
0.016764,33.8205,40.8794,46.6264,48.2513,48.8407,48.8878
0.016768,33.819,40.8778,46.6248,48.2497,48.8391,48.8862
0.016772,33.8174,40.8762,46.6232,48.2481,48.8375,48.8846
0.016776,33.8158,40.8746,46.6216,48.2466,48.8359,48.883
0.01678,33.8142,40.8731,46.62,48.245,48.8343,48.8814
0.016784,33.8126,40.8715,46.6185,48.2434,48.8327,48.8799
0.016788,33.8111,40.8699,46.6169,48.2418,48.8312,48.8783
0.016792,33.8095,40.8683,46.6153,48.2402,48.8296,48.8767
0.016796,33.8079,40.8667,46.6137,48.2386,48.828,48.8751
0.0168,33.8063,40.8651,46.6121,48.2371,48.8264,48.8735
0.016804,33.8047,40.8636,46.6105,48.2355,48.8248,48.872
0.016808,33.8032,40.862,46.609,48.2339,48.8233,48.8704
0.016812,33.8016,40.8604,46.6074,48.2323,48.8217,48.8688
0.016816,33.8,40.8588,46.6058,48.2307,48.8201,48.8672
0.01682,33.7984,40.8572,46.6042,48.2292,48.8185,48.8656
0.016824,33.7969,40.8557,46.6026,48.2276,48.8169,48.864
0.016828,33.7953,40.8541,46.6011,48.226,48.8154,48.8625
0.016832,33.7937,40.8525,46.5995,48.2244,48.8138,48.8609
0.016836,33.7921,40.8509,46.5979,48.2228,48.8122,48.8593
0.01684,33.7905,40.8493,46.5963,48.2213,48.8106,48.8577
0.016844,33.789,40.8478,46.5947,48.2197,48.809,48.8562
0.016848,33.7874,40.8462,46.5932,48.2181,48.8075,48.8546
0.016852,33.7858,40.8446,46.5916,48.2165,48.8059,48.853
0.016856,33.7842,40.843,46.59,48.215,48.8043,48.8514
0.01686,33.7827,40.8414,46.5884,48.2134,48.8027,48.8498
0.016864,33.7811,40.8399,46.5869,48.2118,48.8011,48.8483
0.016868,33.7795,40.8383,46.5853,48.2102,48.7996,48.8467
0.016872,33.778,40.8367,46.5837,48.2086,48.798,48.8451
0.016876,33.7764,40.8351,46.5821,48.2071,48.7964,48.8435
0.01688,33.7748,40.8336,46.5806,48.2055,48.7948,48.842
0.016884,33.7732,40.832,46.579,48.2039,48.7933,48.8404
0.016888,33.7717,40.8304,46.5774,48.2023,48.7917,48.8388
0.016892,33.7701,40.8288,46.5758,48.2008,48.7901,48.8372
0.016896,33.7685,40.8273,46.5743,48.1992,48.7885,48.8357
0.0169,33.767,40.8257,46.5727,48.1976,48.787,48.8341
0.016904,33.7654,40.8241,46.5711,48.196,48.7854,48.8325
0.016908,33.7638,40.8225,46.5695,48.1945,48.7838,48.8309
0.016912,33.7622,40.821,46.568,48.1929,48.7822,48.8294
0.016916,33.7607,40.8194,46.5664,48.1913,48.7807,48.8278
0.01692,33.7591,40.8178,46.5648,48.1897,48.7791,48.8262
0.016924,33.7575,40.8163,46.5632,48.1882,48.7775,48.8246
0.016928,33.756,40.8147,46.5617,48.1866,48.776,48.8231
0.016932,33.7544,40.8131,46.5601,48.185,48.7744,48.8215
0.016936,33.7528,40.8115,46.5585,48.1835,48.7728,48.8199
0.01694,33.7513,40.81,46.557,48.1819,48.7712,48.8184
0.016944,33.7497,40.8084,46.5554,48.1803,48.7697,48.8168
0.016948,33.7481,40.8068,46.5538,48.1787,48.7681,48.8152
0.016952,33.7466,40.8053,46.5522,48.1772,48.7665,48.8136
0.016956,33.745,40.8037,46.5507,48.1756,48.765,48.8121
0.01696,33.7434,40.8021,46.5491,48.174,48.7634,48.8105
0.016964,33.7419,40.8005,46.5475,48.1725,48.7618,48.8089
0.016968,33.7403,40.799,46.546,48.1709,48.7603,48.8074
0.016972,33.7387,40.7974,46.5444,48.1693,48.7587,48.8058
0.016976,33.7372,40.7958,46.5428,48.1678,48.7571,48.8042
0.01698,33.7356,40.7943,46.5413,48.1662,48.7555,48.8027
0.016984,33.734,40.7927,46.5397,48.1646,48.754,48.8011
0.016988,33.7325,40.7911,46.5381,48.1631,48.7524,48.7995
0.016992,33.7309,40.7896,46.5366,48.1615,48.7508,48.798
0.016996,33.7293,40.788,46.535,48.1599,48.7493,48.7964
0.017,33.7278,40.7864,46.5334,48.1584,48.7477,48.7948
0.017004,33.7262,40.7849,46.5319,48.1568,48.7461,48.7933
0.017008,33.7247,40.7833,46.5303,48.1552,48.7446,48.7917
0.017012,33.7231,40.7817,46.5287,48.1537,48.743,48.7901
0.017016,33.7215,40.7802,46.5272,48.1521,48.7414,48.7886
0.01702,33.72,40.7786,46.5256,48.1505,48.7399,48.787
0.017024,33.7184,40.777,46.524,48.149,48.7383,48.7854
0.017028,33.7168,40.7755,46.5225,48.1474,48.7367,48.7839
0.017032,33.7153,40.7739,46.5209,48.1458,48.7352,48.7823
0.017036,33.7137,40.7723,46.5193,48.1443,48.7336,48.7807
0.01704,33.7122,40.7708,46.5178,48.1427,48.7321,48.7792
0.017044,33.7106,40.7692,46.5162,48.1411,48.7305,48.7776
0.017048,33.709,40.7677,46.5146,48.1396,48.7289,48.776
0.017052,33.7075,40.7661,46.5131,48.138,48.7274,48.7745
0.017056,33.7059,40.7645,46.5115,48.1365,48.7258,48.7729
0.01706,33.7044,40.763,46.51,48.1349,48.7242,48.7714
0.017064,33.7028,40.7614,46.5084,48.1333,48.7227,48.7698
0.017068,33.7013,40.7598,46.5068,48.1318,48.7211,48.7682
0.017072,33.6997,40.7583,46.5053,48.1302,48.7196,48.7667
0.017076,33.6981,40.7567,46.5037,48.1286,48.718,48.7651
0.01708,33.6966,40.7552,46.5021,48.1271,48.7164,48.7636
0.017084,33.695,40.7536,46.5006,48.1255,48.7149,48.762
0.017088,33.6935,40.752,46.499,48.124,48.7133,48.7604
0.017092,33.6919,40.7505,46.4975,48.1224,48.7118,48.7589
0.017096,33.6904,40.7489,46.4959,48.1208,48.7102,48.7573
0.0171,33.6888,40.7474,46.4943,48.1193,48.7086,48.7558
0.017104,33.6872,40.7458,46.4928,48.1177,48.7071,48.7542
0.017108,33.6857,40.7442,46.4912,48.1162,48.7055,48.7526
0.017112,33.6841,40.7427,46.4897,48.1146,48.704,48.7511
0.017116,33.6826,40.7411,46.4881,48.1131,48.7024,48.7495
0.01712,33.681,40.7396,46.4866,48.1115,48.7008,48.748
0.017124,33.6795,40.738,46.485,48.1099,48.6993,48.7464
0.017128,33.6779,40.7365,46.4834,48.1084,48.6977,48.7448
0.017132,33.6764,40.7349,46.4819,48.1068,48.6962,48.7433
0.017136,33.6748,40.7333,46.4803,48.1053,48.6946,48.7417
0.01714,33.6733,40.7318,46.4788,48.1037,48.6931,48.7402
0.017144,33.6717,40.7302,46.4772,48.1022,48.6915,48.7386
0.017148,33.6702,40.7287,46.4757,48.1006,48.69,48.7371
0.017152,33.6686,40.7271,46.4741,48.099,48.6884,48.7355
0.017156,33.6671,40.7256,46.4726,48.0975,48.6868,48.734
0.01716,33.6655,40.724,46.471,48.0959,48.6853,48.7324
0.017164,33.664,40.7225,46.4694,48.0944,48.6837,48.7308
0.017168,33.6624,40.7209,46.4679,48.0928,48.6822,48.7293
0.017172,33.6609,40.7193,46.4663,48.0913,48.6806,48.7277
0.017176,33.6593,40.7178,46.4648,48.0897,48.6791,48.7262
0.01718,33.6578,40.7162,46.4632,48.0882,48.6775,48.7246
0.017184,33.6562,40.7147,46.4617,48.0866,48.676,48.7231
0.017188,33.6547,40.7131,46.4601,48.0851,48.6744,48.7215
0.017192,33.6531,40.7116,46.4586,48.0835,48.6729,48.72
0.017196,33.6516,40.71,46.457,48.082,48.6713,48.7184
0.0172,33.65,40.7085,46.4555,48.0804,48.6698,48.7169
0.017204,33.6485,40.7069,46.4539,48.0789,48.6682,48.7153
0.017208,33.6469,40.7054,46.4524,48.0773,48.6667,48.7138
0.017212,33.6454,40.7038,46.4508,48.0758,48.6651,48.7122
0.017216,33.6438,40.7023,46.4493,48.0742,48.6636,48.7107
0.01722,33.6423,40.7007,46.4477,48.0727,48.662,48.7091
0.017224,33.6407,40.6992,46.4462,48.0711,48.6605,48.7076
0.017228,33.6392,40.6976,46.4446,48.0696,48.6589,48.706
0.017232,33.6376,40.6961,46.4431,48.068,48.6574,48.7045
0.017236,33.6361,40.6945,46.4415,48.0665,48.6558,48.7029
0.01724,33.6345,40.693,46.44,48.0649,48.6543,48.7014
0.017244,33.633,40.6914,46.4384,48.0634,48.6527,48.6998
0.017248,33.6315,40.6899,46.4369,48.0618,48.6512,48.6983
0.017252,33.6299,40.6883,46.4353,48.0603,48.6496,48.6967
0.017256,33.6284,40.6868,46.4338,48.0587,48.6481,48.6952
0.01726,33.6268,40.6852,46.4322,48.0572,48.6465,48.6936
0.017264,33.6253,40.6837,46.4307,48.0556,48.645,48.6921
0.017268,33.6237,40.6821,46.4291,48.0541,48.6434,48.6905
0.017272,33.6222,40.6806,46.4276,48.0525,48.6419,48.689
0.017276,33.6207,40.6791,46.426,48.051,48.6403,48.6875
0.01728,33.6191,40.6775,46.4245,48.0494,48.6388,48.6859
0.017284,33.6176,40.676,46.423,48.0479,48.6372,48.6844
0.017288,33.616,40.6744,46.4214,48.0463,48.6357,48.6828
0.017292,33.6145,40.6729,46.4199,48.0448,48.6342,48.6813
0.017296,33.6129,40.6713,46.4183,48.0433,48.6326,48.6797
0.0173,33.6114,40.6698,46.4168,48.0417,48.6311,48.6782
0.017304,33.6099,40.6682,46.4152,48.0402,48.6295,48.6766
0.017308,33.6083,40.6667,46.4137,48.0386,48.628,48.6751
0.017312,33.6068,40.6652,46.4121,48.0371,48.6264,48.6736
0.017316,33.6052,40.6636,46.4106,48.0355,48.6249,48.672
0.01732,33.6037,40.6621,46.4091,48.034,48.6233,48.6705
0.017324,33.6022,40.6605,46.4075,48.0325,48.6218,48.6689
0.017328,33.6006,40.659,46.406,48.0309,48.6203,48.6674
0.017332,33.5991,40.6574,46.4044,48.0294,48.6187,48.6658
0.017336,33.5976,40.6559,46.4029,48.0278,48.6172,48.6643
0.01734,33.596,40.6544,46.4014,48.0263,48.6156,48.6628
0.017344,33.5945,40.6528,46.3998,48.0247,48.6141,48.6612
0.017348,33.5929,40.6513,46.3983,48.0232,48.6126,48.6597
0.017352,33.5914,40.6497,46.3967,48.0217,48.611,48.6581
0.017356,33.5899,40.6482,46.3952,48.0201,48.6095,48.6566
0.01736,33.5883,40.6467,46.3937,48.0186,48.6079,48.6551
0.017364,33.5868,40.6451,46.3921,48.017,48.6064,48.6535
0.017368,33.5853,40.6436,46.3906,48.0155,48.6049,48.652
0.017372,33.5837,40.642,46.389,48.014,48.6033,48.6504
0.017376,33.5822,40.6405,46.3875,48.0124,48.6018,48.6489
0.01738,33.5807,40.639,46.386,48.0109,48.6002,48.6474
0.017384,33.5791,40.6374,46.3844,48.0094,48.5987,48.6458
0.017388,33.5776,40.6359,46.3829,48.0078,48.5972,48.6443
0.017392,33.5761,40.6344,46.3813,48.0063,48.5956,48.6428
0.017396,33.5745,40.6328,46.3798,48.0047,48.5941,48.6412
0.0174,33.573,40.6313,46.3783,48.0032,48.5926,48.6397
0.017404,33.5715,40.6297,46.3767,48.0017,48.591,48.6381
0.017408,33.5699,40.6282,46.3752,48.0001,48.5895,48.6366
0.017412,33.5684,40.6267,46.3737,47.9986,48.588,48.6351
0.017416,33.5669,40.6251,46.3721,47.9971,48.5864,48.6335
0.01742,33.5653,40.6236,46.3706,47.9955,48.5849,48.632
0.017424,33.5638,40.6221,46.3691,47.994,48.5833,48.6305
0.017428,33.5623,40.6205,46.3675,47.9925,48.5818,48.6289
0.017432,33.5607,40.619,46.366,47.9909,48.5803,48.6274
0.017436,33.5592,40.6175,46.3645,47.9894,48.5787,48.6259
0.01744,33.5577,40.6159,46.3629,47.9879,48.5772,48.6243
0.017444,33.5561,40.6144,46.3614,47.9863,48.5757,48.6228
0.017448,33.5546,40.6129,46.3599,47.9848,48.5741,48.6213
0.017452,33.5531,40.6113,46.3583,47.9833,48.5726,48.6197
0.017456,33.5516,40.6098,46.3568,47.9817,48.5711,48.6182
0.01746,33.55,40.6083,46.3553,47.9802,48.5696,48.6167
0.017464,33.5485,40.6067,46.3537,47.9787,48.568,48.6151
0.017468,33.547,40.6052,46.3522,47.9771,48.5665,48.6136
0.017472,33.5454,40.6037,46.3507,47.9756,48.565,48.6121
0.017476,33.5439,40.6022,46.3491,47.9741,48.5634,48.6105
0.01748,33.5424,40.6006,46.3476,47.9725,48.5619,48.609
0.017484,33.5409,40.5991,46.3461,47.971,48.5604,48.6075
0.017488,33.5393,40.5976,46.3445,47.9695,48.5588,48.606
0.017492,33.5378,40.596,46.343,47.968,48.5573,48.6044
0.017496,33.5363,40.5945,46.3415,47.9664,48.5558,48.6029
0.0175,33.5348,40.593,46.34,47.9649,48.5542,48.6014
0.017504,33.5332,40.5914,46.3384,47.9634,48.5527,48.5998
0.017508,33.5317,40.5899,46.3369,47.9618,48.5512,48.5983
0.017512,33.5302,40.5884,46.3354,47.9603,48.5497,48.5968
0.017516,33.5287,40.5869,46.3338,47.9588,48.5481,48.5953
0.01752,33.5271,40.5853,46.3323,47.9573,48.5466,48.5937
0.017524,33.5256,40.5838,46.3308,47.9557,48.5451,48.5922
0.017528,33.5241,40.5823,46.3293,47.9542,48.5436,48.5907
0.017532,33.5226,40.5808,46.3277,47.9527,48.542,48.5891
0.017536,33.521,40.5792,46.3262,47.9511,48.5405,48.5876
0.01754,33.5195,40.5777,46.3247,47.9496,48.539,48.5861
0.017544,33.518,40.5762,46.3232,47.9481,48.5374,48.5846
0.017548,33.5165,40.5746,46.3216,47.9466,48.5359,48.583
0.017552,33.515,40.5731,46.3201,47.945,48.5344,48.5815
0.017556,33.5134,40.5716,46.3186,47.9435,48.5329,48.58
0.01756,33.5119,40.5701,46.3171,47.942,48.5314,48.5785
0.017564,33.5104,40.5685,46.3155,47.9405,48.5298,48.5769
0.017568,33.5089,40.567,46.314,47.9389,48.5283,48.5754
0.017572,33.5074,40.5655,46.3125,47.9374,48.5268,48.5739
0.017576,33.5058,40.564,46.311,47.9359,48.5253,48.5724
0.01758,33.5043,40.5625,46.3094,47.9344,48.5237,48.5708
0.017584,33.5028,40.5609,46.3079,47.9329,48.5222,48.5693
0.017588,33.5013,40.5594,46.3064,47.9313,48.5207,48.5678
0.017592,33.4998,40.5579,46.3049,47.9298,48.5192,48.5663
0.017596,33.4982,40.5564,46.3034,47.9283,48.5176,48.5648
0.0176,33.4967,40.5548,46.3018,47.9268,48.5161,48.5632
0.017604,33.4952,40.5533,46.3003,47.9252,48.5146,48.5617
0.017608,33.4937,40.5518,46.2988,47.9237,48.5131,48.5602
0.017612,33.4922,40.5503,46.2973,47.9222,48.5116,48.5587
0.017616,33.4907,40.5488,46.2957,47.9207,48.51,48.5572
0.01762,33.4891,40.5472,46.2942,47.9192,48.5085,48.5556
0.017624,33.4876,40.5457,46.2927,47.9176,48.507,48.5541
0.017628,33.4861,40.5442,46.2912,47.9161,48.5055,48.5526
0.017632,33.4846,40.5427,46.2897,47.9146,48.504,48.5511
0.017636,33.4831,40.5412,46.2882,47.9131,48.5024,48.5496
0.01764,33.4816,40.5396,46.2866,47.9116,48.5009,48.548
0.017644,33.4801,40.5381,46.2851,47.9101,48.4994,48.5465
0.017648,33.4785,40.5366,46.2836,47.9085,48.4979,48.545
0.017652,33.477,40.5351,46.2821,47.907,48.4964,48.5435
0.017656,33.4755,40.5336,46.2806,47.9055,48.4949,48.542
0.01766,33.474,40.5321,46.279,47.904,48.4933,48.5405
0.017664,33.4725,40.5305,46.2775,47.9025,48.4918,48.5389
0.017668,33.471,40.529,46.276,47.901,48.4903,48.5374
0.017672,33.4695,40.5275,46.2745,47.8994,48.4888,48.5359
0.017676,33.4679,40.526,46.273,47.8979,48.4873,48.5344
0.01768,33.4664,40.5245,46.2715,47.8964,48.4858,48.5329
0.017684,33.4649,40.523,46.27,47.8949,48.4842,48.5314
0.017688,33.4634,40.5215,46.2684,47.8934,48.4827,48.5298
0.017692,33.4619,40.5199,46.2669,47.8919,48.4812,48.5283
0.017696,33.4604,40.5184,46.2654,47.8903,48.4797,48.5268
0.0177,33.4589,40.5169,46.2639,47.8888,48.4782,48.5253
0.017704,33.4574,40.5154,46.2624,47.8873,48.4767,48.5238
0.017708,33.4559,40.5139,46.2609,47.8858,48.4752,48.5223
0.017712,33.4544,40.5124,46.2594,47.8843,48.4736,48.5208
0.017716,33.4528,40.5109,46.2578,47.8828,48.4721,48.5192
0.01772,33.4513,40.5093,46.2563,47.8813,48.4706,48.5177
0.017724,33.4498,40.5078,46.2548,47.8798,48.4691,48.5162
0.017728,33.4483,40.5063,46.2533,47.8782,48.4676,48.5147
0.017732,33.4468,40.5048,46.2518,47.8767,48.4661,48.5132
0.017736,33.4453,40.5033,46.2503,47.8752,48.4646,48.5117
0.01774,33.4438,40.5018,46.2488,47.8737,48.4631,48.5102
0.017744,33.4423,40.5003,46.2473,47.8722,48.4616,48.5087
0.017748,33.4408,40.4988,46.2458,47.8707,48.46,48.5072
0.017752,33.4393,40.4973,46.2442,47.8692,48.4585,48.5056
0.017756,33.4378,40.4957,46.2427,47.8677,48.457,48.5041
0.01776,33.4363,40.4942,46.2412,47.8662,48.4555,48.5026
0.017764,33.4348,40.4927,46.2397,47.8647,48.454,48.5011
0.017768,33.4332,40.4912,46.2382,47.8631,48.4525,48.4996
0.017772,33.4317,40.4897,46.2367,47.8616,48.451,48.4981
0.017776,33.4302,40.4882,46.2352,47.8601,48.4495,48.4966
0.01778,33.4287,40.4867,46.2337,47.8586,48.448,48.4951
0.017784,33.4272,40.4852,46.2322,47.8571,48.4465,48.4936
0.017788,33.4257,40.4837,46.2307,47.8556,48.445,48.4921
0.017792,33.4242,40.4822,46.2292,47.8541,48.4434,48.4906
0.017796,33.4227,40.4807,46.2277,47.8526,48.4419,48.4891
0.0178,33.4212,40.4792,46.2261,47.8511,48.4404,48.4876
0.017804,33.4197,40.4777,46.2246,47.8496,48.4389,48.486
0.017808,33.4182,40.4761,46.2231,47.8481,48.4374,48.4845
0.017812,33.4167,40.4746,46.2216,47.8466,48.4359,48.483
0.017816,33.4152,40.4731,46.2201,47.8451,48.4344,48.4815
0.01782,33.4137,40.4716,46.2186,47.8436,48.4329,48.48
0.017824,33.4122,40.4701,46.2171,47.8421,48.4314,48.4785
0.017828,33.4107,40.4686,46.2156,47.8405,48.4299,48.477
0.017832,33.4092,40.4671,46.2141,47.839,48.4284,48.4755
0.017836,33.4077,40.4656,46.2126,47.8375,48.4269,48.474
0.01784,33.4062,40.4641,46.2111,47.836,48.4254,48.4725
0.017844,33.4047,40.4626,46.2096,47.8345,48.4239,48.471
0.017848,33.4032,40.4611,46.2081,47.833,48.4224,48.4695
0.017852,33.4017,40.4596,46.2066,47.8315,48.4209,48.468
0.017856,33.4002,40.4581,46.2051,47.83,48.4194,48.4665
0.01786,33.3987,40.4566,46.2036,47.8285,48.4179,48.465
0.017864,33.3972,40.4551,46.2021,47.827,48.4164,48.4635
0.017868,33.3957,40.4536,46.2006,47.8255,48.4149,48.462
0.017872,33.3942,40.4521,46.1991,47.824,48.4134,48.4605
0.017876,33.3927,40.4506,46.1976,47.8225,48.4119,48.459
0.01788,33.3912,40.4491,46.1961,47.821,48.4104,48.4575
0.017884,33.3897,40.4476,46.1946,47.8195,48.4089,48.456
0.017888,33.3882,40.4461,46.1931,47.818,48.4074,48.4545
0.017892,33.3867,40.4446,46.1916,47.8165,48.4059,48.453
0.017896,33.3852,40.4431,46.1901,47.815,48.4044,48.4515
0.0179,33.3837,40.4416,46.1886,47.8135,48.4029,48.45
0.017904,33.3823,40.4401,46.1871,47.812,48.4014,48.4485
0.017908,33.3808,40.4386,46.1856,47.8105,48.3999,48.447
0.017912,33.3793,40.4371,46.1841,47.809,48.3984,48.4455
0.017916,33.3778,40.4356,46.1826,47.8075,48.3969,48.444
0.01792,33.3763,40.4341,46.1811,47.806,48.3954,48.4425
0.017924,33.3748,40.4326,46.1796,47.8045,48.3939,48.441
0.017928,33.3733,40.4311,46.1781,47.803,48.3924,48.4395
0.017932,33.3718,40.4296,46.1766,47.8015,48.3909,48.438
