x,t=15s,t=30s,t=60s,t=90s,t=150s,t=210s
0.01224,35.8079,42.8704,48.6174,50.2424,50.8317,50.8788
0.012244,35.8059,42.8685,48.6155,50.2404,50.8298,50.8769
0.012248,35.804,42.8666,48.6136,50.2385,50.8278,50.875
0.012252,35.8021,42.8646,48.6116,50.2366,50.8259,50.873
0.012256,35.8001,42.8627,48.6097,50.2346,50.824,50.8711
0.01226,35.7982,42.8607,48.6077,50.2327,50.822,50.8691
0.012264,35.7963,42.8588,48.6058,50.2307,50.8201,50.8672
0.012268,35.7943,42.8569,48.6039,50.2288,50.8181,50.8653
0.012272,35.7924,42.8549,48.6019,50.2269,50.8162,50.8633
0.012276,35.7905,42.853,48.6,50.2249,50.8143,50.8614
0.01228,35.7885,42.851,48.598,50.223,50.8123,50.8595
0.012284,35.7866,42.8491,48.5961,50.221,50.8104,50.8575
0.012288,35.7847,42.8472,48.5942,50.2191,50.8085,50.8556
0.012292,35.7827,42.8452,48.5922,50.2172,50.8065,50.8536
0.012296,35.7808,42.8433,48.5903,50.2152,50.8046,50.8517
0.0123,35.7789,42.8414,48.5884,50.2133,50.8027,50.8498
0.012304,35.7769,42.8394,48.5864,50.2114,50.8007,50.8478
0.012308,35.775,42.8375,48.5845,50.2094,50.7988,50.8459
0.012312,35.7731,42.8356,48.5826,50.2075,50.7968,50.844
0.012316,35.7711,42.8336,48.5806,50.2056,50.7949,50.842
0.01232,35.7692,42.8317,48.5787,50.2036,50.793,50.8401
0.012324,35.7673,42.8298,48.5768,50.2017,50.791,50.8382
0.012328,35.7653,42.8278,48.5748,50.1998,50.7891,50.8362
0.012332,35.7634,42.8259,48.5729,50.1978,50.7872,50.8343
0.012336,35.7615,42.824,48.571,50.1959,50.7852,50.8324
0.01234,35.7596,42.822,48.569,50.194,50.7833,50.8304
0.012344,35.7576,42.8201,48.5671,50.192,50.7814,50.8285
0.012348,35.7557,42.8182,48.5652,50.1901,50.7795,50.8266
0.012352,35.7538,42.8162,48.5632,50.1882,50.7775,50.8246
0.012356,35.7518,42.8143,48.5613,50.1862,50.7756,50.8227
0.01236,35.7499,42.8124,48.5594,50.1843,50.7737,50.8208
0.012364,35.748,42.8104,48.5574,50.1824,50.7717,50.8188
0.012368,35.7461,42.8085,48.5555,50.1804,50.7698,50.8169
0.012372,35.7441,42.8066,48.5536,50.1785,50.7679,50.815
0.012376,35.7422,42.8047,48.5516,50.1766,50.7659,50.8131
0.01238,35.7403,42.8027,48.5497,50.1747,50.764,50.8111
0.012384,35.7383,42.8008,48.5478,50.1727,50.7621,50.8092
0.012388,35.7364,42.7989,48.5459,50.1708,50.7602,50.8073
0.012392,35.7345,42.7969,48.5439,50.1689,50.7582,50.8053
0.012396,35.7326,42.795,48.542,50.1669,50.7563,50.8034
0.0124,35.7306,42.7931,48.5401,50.165,50.7544,50.8015
0.012404,35.7287,42.7912,48.5382,50.1631,50.7524,50.7996
0.012408,35.7268,42.7892,48.5362,50.1612,50.7505,50.7976
0.012412,35.7249,42.7873,48.5343,50.1592,50.7486,50.7957
0.012416,35.723,42.7854,48.5324,50.1573,50.7467,50.7938
0.01242,35.721,42.7835,48.5304,50.1554,50.7447,50.7919
0.012424,35.7191,42.7815,48.5285,50.1535,50.7428,50.7899
0.012428,35.7172,42.7796,48.5266,50.1515,50.7409,50.788
0.012432,35.7153,42.7777,48.5247,50.1496,50.739,50.7861
0.012436,35.7133,42.7758,48.5227,50.1477,50.737,50.7842
0.01244,35.7114,42.7738,48.5208,50.1458,50.7351,50.7822
0.012444,35.7095,42.7719,48.5189,50.1438,50.7332,50.7803
0.012448,35.7076,42.77,48.517,50.1419,50.7313,50.7784
0.012452,35.7057,42.7681,48.5151,50.14,50.7293,50.7765
0.012456,35.7037,42.7661,48.5131,50.1381,50.7274,50.7745
0.01246,35.7018,42.7642,48.5112,50.1361,50.7255,50.7726
0.012464,35.6999,42.7623,48.5093,50.1342,50.7236,50.7707
0.012468,35.698,42.7604,48.5074,50.1323,50.7217,50.7688
0.012472,35.6961,42.7584,48.5054,50.1304,50.7197,50.7668
0.012476,35.6941,42.7565,48.5035,50.1285,50.7178,50.7649
0.01248,35.6922,42.7546,48.5016,50.1265,50.7159,50.763
0.012484,35.6903,42.7527,48.4997,50.1246,50.714,50.7611
0.012488,35.6884,42.7508,48.4978,50.1227,50.712,50.7592
0.012492,35.6865,42.7488,48.4958,50.1208,50.7101,50.7572
0.012496,35.6846,42.7469,48.4939,50.1189,50.7082,50.7553
0.0125,35.6826,42.745,48.492,50.1169,50.7063,50.7534
0.012504,35.6807,42.7431,48.4901,50.115,50.7044,50.7515
0.012508,35.6788,42.7412,48.4882,50.1131,50.7025,50.7496
0.012512,35.6769,42.7392,48.4862,50.1112,50.7005,50.7476
0.012516,35.675,42.7373,48.4843,50.1093,50.6986,50.7457
0.01252,35.6731,42.7354,48.4824,50.1073,50.6967,50.7438
0.012524,35.6712,42.7335,48.4805,50.1054,50.6948,50.7419
0.012528,35.6692,42.7316,48.4786,50.1035,50.6929,50.74
0.012532,35.6673,42.7297,48.4767,50.1016,50.6909,50.7381
0.012536,35.6654,42.7277,48.4747,50.0997,50.689,50.7361
0.01254,35.6635,42.7258,48.4728,50.0978,50.6871,50.7342
0.012544,35.6616,42.7239,48.4709,50.0958,50.6852,50.7323
0.012548,35.6597,42.722,48.469,50.0939,50.6833,50.7304
0.012552,35.6578,42.7201,48.4671,50.092,50.6814,50.7285
0.012556,35.6558,42.7182,48.4652,50.0901,50.6795,50.7266
0.01256,35.6539,42.7163,48.4632,50.0882,50.6775,50.7247
0.012564,35.652,42.7143,48.4613,50.0863,50.6756,50.7227
0.012568,35.6501,42.7124,48.4594,50.0844,50.6737,50.7208
0.012572,35.6482,42.7105,48.4575,50.0824,50.6718,50.7189
0.012576,35.6463,42.7086,48.4556,50.0805,50.6699,50.717
0.01258,35.6444,42.7067,48.4537,50.0786,50.668,50.7151
0.012584,35.6425,42.7048,48.4518,50.0767,50.6661,50.7132
0.012588,35.6406,42.7029,48.4499,50.0748,50.6641,50.7113
0.012592,35.6387,42.7009,48.4479,50.0729,50.6622,50.7094
0.012596,35.6367,42.699,48.446,50.071,50.6603,50.7074
0.0126,35.6348,42.6971,48.4441,50.0691,50.6584,50.7055
0.012604,35.6329,42.6952,48.4422,50.0671,50.6565,50.7036
0.012608,35.631,42.6933,48.4403,50.0652,50.6546,50.7017
0.012612,35.6291,42.6914,48.4384,50.0633,50.6527,50.6998
0.012616,35.6272,42.6895,48.4365,50.0614,50.6508,50.6979
0.01262,35.6253,42.6876,48.4346,50.0595,50.6489,50.696
0.012624,35.6234,42.6857,48.4327,50.0576,50.647,50.6941
0.012628,35.6215,42.6838,48.4308,50.0557,50.645,50.6922
0.012632,35.6196,42.6818,48.4288,50.0538,50.6431,50.6902
0.012636,35.6177,42.6799,48.4269,50.0519,50.6412,50.6883
0.01264,35.6158,42.678,48.425,50.05,50.6393,50.6864
0.012644,35.6139,42.6761,48.4231,50.0481,50.6374,50.6845
0.012648,35.612,42.6742,48.4212,50.0461,50.6355,50.6826
0.012652,35.6101,42.6723,48.4193,50.0442,50.6336,50.6807
0.012656,35.6082,42.6704,48.4174,50.0423,50.6317,50.6788
0.01266,35.6063,42.6685,48.4155,50.0404,50.6298,50.6769
0.012664,35.6044,42.6666,48.4136,50.0385,50.6279,50.675
0.012668,35.6025,42.6647,48.4117,50.0366,50.626,50.6731
0.012672,35.6005,42.6628,48.4098,50.0347,50.6241,50.6712
0.012676,35.5986,42.6609,48.4079,50.0328,50.6222,50.6693
0.01268,35.5967,42.659,48.406,50.0309,50.6203,50.6674
0.012684,35.5948,42.6571,48.4041,50.029,50.6183,50.6655
0.012688,35.5929,42.6552,48.4022,50.0271,50.6164,50.6636
0.012692,35.591,42.6533,48.4003,50.0252,50.6145,50.6617
0.012696,35.5891,42.6514,48.3983,50.0233,50.6126,50.6598
0.0127,35.5872,42.6494,48.3964,50.0214,50.6107,50.6579
0.012704,35.5853,42.6475,48.3945,50.0195,50.6088,50.6559
0.012708,35.5834,42.6456,48.3926,50.0176,50.6069,50.654
0.012712,35.5815,42.6437,48.3907,50.0157,50.605,50.6521
0.012716,35.5796,42.6418,48.3888,50.0138,50.6031,50.6502
0.01272,35.5777,42.6399,48.3869,50.0119,50.6012,50.6483
0.012724,35.5758,42.638,48.385,50.01,50.5993,50.6464
0.012728,35.5739,42.6361,48.3831,50.0081,50.5974,50.6445
0.012732,35.5721,42.6342,48.3812,50.0062,50.5955,50.6426
0.012736,35.5702,42.6323,48.3793,50.0043,50.5936,50.6407
0.01274,35.5683,42.6304,48.3774,50.0024,50.5917,50.6388
0.012744,35.5664,42.6285,48.3755,50.0005,50.5898,50.6369
0.012748,35.5645,42.6266,48.3736,49.9986,50.5879,50.635
0.012752,35.5626,42.6247,48.3717,49.9967,50.586,50.6331
0.012756,35.5607,42.6228,48.3698,49.9948,50.5841,50.6312
0.01276,35.5588,42.6209,48.3679,49.9929,50.5822,50.6293
0.012764,35.5569,42.619,48.366,49.991,50.5803,50.6274
0.012768,35.555,42.6171,48.3641,49.9891,50.5784,50.6255
0.012772,35.5531,42.6152,48.3622,49.9872,50.5765,50.6236
0.012776,35.5512,42.6133,48.3603,49.9853,50.5746,50.6218
0.01278,35.5493,42.6115,48.3584,49.9834,50.5727,50.6199
0.012784,35.5474,42.6096,48.3566,49.9815,50.5708,50.618
0.012788,35.5455,42.6077,48.3547,49.9796,50.5689,50.6161
0.012792,35.5436,42.6058,48.3528,49.9777,50.5671,50.6142
0.012796,35.5417,42.6039,48.3509,49.9758,50.5652,50.6123
0.0128,35.5398,42.602,48.349,49.9739,50.5633,50.6104
0.012804,35.538,42.6001,48.3471,49.972,50.5614,50.6085
0.012808,35.5361,42.5982,48.3452,49.9701,50.5595,50.6066
0.012812,35.5342,42.5963,48.3433,49.9682,50.5576,50.6047
0.012816,35.5323,42.5944,48.3414,49.9663,50.5557,50.6028
0.01282,35.5304,42.5925,48.3395,49.9644,50.5538,50.6009
0.012824,35.5285,42.5906,48.3376,49.9625,50.5519,50.599
0.012828,35.5266,42.5887,48.3357,49.9607,50.55,50.5971
0.012832,35.5247,42.5868,48.3338,49.9588,50.5481,50.5952
0.012836,35.5228,42.5849,48.3319,49.9569,50.5462,50.5933
0.01284,35.5209,42.583,48.33,49.955,50.5443,50.5914
0.012844,35.5191,42.5811,48.3281,49.9531,50.5424,50.5896
0.012848,35.5172,42.5793,48.3263,49.9512,50.5405,50.5877
0.012852,35.5153,42.5774,48.3244,49.9493,50.5387,50.5858
0.012856,35.5134,42.5755,48.3225,49.9474,50.5368,50.5839
0.01286,35.5115,42.5736,48.3206,49.9455,50.5349,50.582
0.012864,35.5096,42.5717,48.3187,49.9436,50.533,50.5801
0.012868,35.5077,42.5698,48.3168,49.9417,50.5311,50.5782
0.012872,35.5058,42.5679,48.3149,49.9399,50.5292,50.5763
0.012876,35.504,42.566,48.313,49.938,50.5273,50.5744
0.01288,35.5021,42.5641,48.3111,49.9361,50.5254,50.5725
0.012884,35.5002,42.5623,48.3092,49.9342,50.5235,50.5707
0.012888,35.4983,42.5604,48.3074,49.9323,50.5216,50.5688
0.012892,35.4964,42.5585,48.3055,49.9304,50.5198,50.5669
0.012896,35.4945,42.5566,48.3036,49.9285,50.5179,50.565
0.0129,35.4926,42.5547,48.3017,49.9266,50.516,50.5631
0.012904,35.4908,42.5528,48.2998,49.9247,50.5141,50.5612
0.012908,35.4889,42.5509,48.2979,49.9229,50.5122,50.5593
0.012912,35.487,42.549,48.296,49.921,50.5103,50.5574
0.012916,35.4851,42.5472,48.2942,49.9191,50.5084,50.5556
0.01292,35.4832,42.5453,48.2923,49.9172,50.5066,50.5537
0.012924,35.4813,42.5434,48.2904,49.9153,50.5047,50.5518
0.012928,35.4795,42.5415,48.2885,49.9134,50.5028,50.5499
0.012932,35.4776,42.5396,48.2866,49.9116,50.5009,50.548
0.012936,35.4757,42.5377,48.2847,49.9097,50.499,50.5461
0.01294,35.4738,42.5358,48.2828,49.9078,50.4971,50.5443
0.012944,35.4719,42.534,48.281,49.9059,50.4953,50.5424
0.012948,35.4701,42.5321,48.2791,49.904,50.4934,50.5405
0.012952,35.4682,42.5302,48.2772,49.9021,50.4915,50.5386
0.012956,35.4663,42.5283,48.2753,49.9003,50.4896,50.5367
0.01296,35.4644,42.5264,48.2734,49.8984,50.4877,50.5348
0.012964,35.4625,42.5246,48.2715,49.8965,50.4858,50.533
0.012968,35.4607,42.5227,48.2697,49.8946,50.484,50.5311
0.012972,35.4588,42.5208,48.2678,49.8927,50.4821,50.5292
0.012976,35.4569,42.5189,48.2659,49.8908,50.4802,50.5273
0.01298,35.455,42.517,48.264,49.889,50.4783,50.5254
0.012984,35.4532,42.5151,48.2621,49.8871,50.4764,50.5236
0.012988,35.4513,42.5133,48.2603,49.8852,50.4746,50.5217
0.012992,35.4494,42.5114,48.2584,49.8833,50.4727,50.5198
0.012996,35.4475,42.5095,48.2565,49.8814,50.4708,50.5179
0.013,35.4457,42.5076,48.2546,49.8796,50.4689,50.516
0.013004,35.4438,42.5058,48.2527,49.8777,50.467,50.5142
0.013008,35.4419,42.5039,48.2509,49.8758,50.4652,50.5123
0.013012,35.44,42.502,48.249,49.8739,50.4633,50.5104
0.013016,35.4382,42.5001,48.2471,49.8721,50.4614,50.5085
0.01302,35.4363,42.4982,48.2452,49.8702,50.4595,50.5066
0.013024,35.4344,42.4964,48.2434,49.8683,50.4576,50.5048
0.013028,35.4325,42.4945,48.2415,49.8664,50.4558,50.5029
0.013032,35.4307,42.4926,48.2396,49.8645,50.4539,50.501
0.013036,35.4288,42.4907,48.2377,49.8627,50.452,50.4991
0.01304,35.4269,42.4889,48.2359,49.8608,50.4501,50.4973
0.013044,35.425,42.487,48.234,49.8589,50.4483,50.4954
0.013048,35.4232,42.4851,48.2321,49.857,50.4464,50.4935
0.013052,35.4213,42.4832,48.2302,49.8552,50.4445,50.4916
0.013056,35.4194,42.4814,48.2284,49.8533,50.4426,50.4898
0.01306,35.4176,42.4795,48.2265,49.8514,50.4408,50.4879
0.013064,35.4157,42.4776,48.2246,49.8495,50.4389,50.486
0.013068,35.4138,42.4757,48.2227,49.8477,50.437,50.4841
0.013072,35.4119,42.4739,48.2209,49.8458,50.4351,50.4823
0.013076,35.4101,42.472,48.219,49.8439,50.4333,50.4804
0.01308,35.4082,42.4701,48.2171,49.8421,50.4314,50.4785
0.013084,35.4063,42.4682,48.2152,49.8402,50.4295,50.4766
0.013088,35.4045,42.4664,48.2134,49.8383,50.4277,50.4748
0.013092,35.4026,42.4645,48.2115,49.8364,50.4258,50.4729
0.013096,35.4007,42.4626,48.2096,49.8346,50.4239,50.471
0.0131,35.3989,42.4608,48.2078,49.8327,50.422,50.4692
0.013104,35.397,42.4589,48.2059,49.8308,50.4202,50.4673
0.013108,35.3951,42.457,48.204,49.829,50.4183,50.4654
0.013112,35.3933,42.4551,48.2021,49.8271,50.4164,50.4636
0.013116,35.3914,42.4533,48.2003,49.8252,50.4146,50.4617
0.01312,35.3895,42.4514,48.1984,49.8233,50.4127,50.4598
0.013124,35.3877,42.4495,48.1965,49.8215,50.4108,50.4579
0.013128,35.3858,42.4477,48.1947,49.8196,50.409,50.4561
0.013132,35.3839,42.4458,48.1928,49.8177,50.4071,50.4542
0.013136,35.3821,42.4439,48.1909,49.8159,50.4052,50.4523
0.01314,35.3802,42.4421,48.1891,49.814,50.4034,50.4505
0.013144,35.3783,42.4402,48.1872,49.8121,50.4015,50.4486
0.013148,35.3765,42.4383,48.1853,49.8103,50.3996,50.4467
0.013152,35.3746,42.4365,48.1835,49.8084,50.3978,50.4449
0.013156,35.3727,42.4346,48.1816,49.8065,50.3959,50.443
0.01316,35.3709,42.4327,48.1797,49.8047,50.394,50.4411
0.013164,35.369,42.4309,48.1779,49.8028,50.3922,50.4393
0.013168,35.3672,42.429,48.176,49.8009,50.3903,50.4374
0.013172,35.3653,42.4271,48.1741,49.7991,50.3884,50.4355
0.013176,35.3634,42.4253,48.1723,49.7972,50.3866,50.4337
0.01318,35.3616,42.4234,48.1704,49.7953,50.3847,50.4318
0.013184,35.3597,42.4215,48.1685,49.7935,50.3828,50.4299
0.013188,35.3578,42.4197,48.1667,49.7916,50.381,50.4281
0.013192,35.356,42.4178,48.1648,49.7897,50.3791,50.4262
0.013196,35.3541,42.416,48.1629,49.7879,50.3772,50.4244
0.0132,35.3523,42.4141,48.1611,49.786,50.3754,50.4225
0.013204,35.3504,42.4122,48.1592,49.7842,50.3735,50.4206
0.013208,35.3485,42.4104,48.1574,49.7823,50.3717,50.4188
0.013212,35.3467,42.4085,48.1555,49.7804,50.3698,50.4169
0.013216,35.3448,42.4066,48.1536,49.7786,50.3679,50.415
0.01322,35.343,42.4048,48.1518,49.7767,50.3661,50.4132
0.013224,35.3411,42.4029,48.1499,49.7749,50.3642,50.4113
0.013228,35.3393,42.4011,48.1481,49.773,50.3623,50.4095
0.013232,35.3374,42.3992,48.1462,49.7711,50.3605,50.4076
0.013236,35.3355,42.3973,48.1443,49.7693,50.3586,50.4057
0.01324,35.3337,42.3955,48.1425,49.7674,50.3568,50.4039
0.013244,35.3318,42.3936,48.1406,49.7656,50.3549,50.402
0.013248,35.33,42.3918,48.1388,49.7637,50.353,50.4002
0.013252,35.3281,42.3899,48.1369,49.7618,50.3512,50.3983
0.013256,35.3263,42.388,48.135,49.76,50.3493,50.3964
0.01326,35.3244,42.3862,48.1332,49.7581,50.3475,50.3946
0.013264,35.3226,42.3843,48.1313,49.7563,50.3456,50.3927
0.013268,35.3207,42.3825,48.1295,49.7544,50.3438,50.3909
0.013272,35.3188,42.3806,48.1276,49.7525,50.3419,50.389
0.013276,35.317,42.3788,48.1258,49.7507,50.34,50.3872
0.01328,35.3151,42.3769,48.1239,49.7488,50.3382,50.3853
0.013284,35.3133,42.375,48.122,49.747,50.3363,50.3834
0.013288,35.3114,42.3732,48.1202,49.7451,50.3345,50.3816
0.013292,35.3096,42.3713,48.1183,49.7433,50.3326,50.3797
0.013296,35.3077,42.3695,48.1165,49.7414,50.3308,50.3779
0.0133,35.3059,42.3676,48.1146,49.7396,50.3289,50.376
0.013304,35.304,42.3658,48.1128,49.7377,50.3271,50.3742
0.013308,35.3022,42.3639,48.1109,49.7358,50.3252,50.3723
0.013312,35.3003,42.3621,48.1091,49.734,50.3233,50.3705
0.013316,35.2985,42.3602,48.1072,49.7321,50.3215,50.3686
0.01332,35.2966,42.3584,48.1053,49.7303,50.3196,50.3668
0.013324,35.2948,42.3565,48.1035,49.7284,50.3178,50.3649
0.013328,35.2929,42.3546,48.1016,49.7266,50.3159,50.363
0.013332,35.2911,42.3528,48.0998,49.7247,50.3141,50.3612
0.013336,35.2892,42.3509,48.0979,49.7229,50.3122,50.3593
0.01334,35.2874,42.3491,48.0961,49.721,50.3104,50.3575
0.013344,35.2855,42.3472,48.0942,49.7192,50.3085,50.3556
0.013348,35.2837,42.3454,48.0924,49.7173,50.3067,50.3538
0.013352,35.2818,42.3435,48.0905,49.7155,50.3048,50.3519
0.013356,35.28,42.3417,48.0887,49.7136,50.303,50.3501
0.01336,35.2781,42.3398,48.0868,49.7118,50.3011,50.3482
0.013364,35.2763,42.338,48.085,49.7099,50.2993,50.3464
0.013368,35.2744,42.3361,48.0831,49.7081,50.2974,50.3445
0.013372,35.2726,42.3343,48.0813,49.7062,50.2956,50.3427
0.013376,35.2708,42.3324,48.0794,49.7044,50.2937,50.3408
0.01338,35.2689,42.3306,48.0776,49.7025,50.2919,50.339
0.013384,35.2671,42.3287,48.0757,49.7007,50.29,50.3371
0.013388,35.2652,42.3269,48.0739,49.6988,50.2882,50.3353
0.013392,35.2634,42.325,48.072,49.697,50.2863,50.3334
0.013396,35.2615,42.3232,48.0702,49.6951,50.2845,50.3316
0.0134,35.2597,42.3214,48.0683,49.6933,50.2826,50.3298
0.013404,35.2578,42.3195,48.0665,49.6914,50.2808,50.3279
0.013408,35.256,42.3177,48.0647,49.6896,50.2789,50.3261
0.013412,35.2542,42.3158,48.0628,49.6877,50.2771,50.3242
0.013416,35.2523,42.314,48.061,49.6859,50.2753,50.3224
0.01342,35.2505,42.3121,48.0591,49.6841,50.2734,50.3205
0.013424,35.2486,42.3103,48.0573,49.6822,50.2716,50.3187
0.013428,35.2468,42.3084,48.0554,49.6804,50.2697,50.3168
0.013432,35.2449,42.3066,48.0536,49.6785,50.2679,50.315
0.013436,35.2431,42.3047,48.0517,49.6767,50.266,50.3131
0.01344,35.2413,42.3029,48.0499,49.6748,50.2642,50.3113
0.013444,35.2394,42.3011,48.0481,49.673,50.2623,50.3095
0.013448,35.2376,42.2992,48.0462,49.6711,50.2605,50.3076
0.013452,35.2357,42.2974,48.0444,49.6693,50.2587,50.3058
0.013456,35.2339,42.2955,48.0425,49.6675,50.2568,50.3039
0.01346,35.2321,42.2937,48.0407,49.6656,50.255,50.3021
0.013464,35.2302,42.2918,48.0388,49.6638,50.2531,50.3002
0.013468,35.2284,42.29,48.037,49.6619,50.2513,50.2984
0.013472,35.2266,42.2882,48.0352,49.6601,50.2494,50.2966
0.013476,35.2247,42.2863,48.0333,49.6583,50.2476,50.2947
0.01348,35.2229,42.2845,48.0315,49.6564,50.2458,50.2929
0.013484,35.221,42.2826,48.0296,49.6546,50.2439,50.291
0.013488,35.2192,42.2808,48.0278,49.6527,50.2421,50.2892
0.013492,35.2174,42.279,48.026,49.6509,50.2402,50.2874
0.013496,35.2155,42.2771,48.0241,49.6491,50.2384,50.2855
0.0135,35.2137,42.2753,48.0223,49.6472,50.2366,50.2837
0.013504,35.2119,42.2734,48.0204,49.6454,50.2347,50.2818
0.013508,35.21,42.2716,48.0186,49.6435,50.2329,50.28
0.013512,35.2082,42.2698,48.0168,49.6417,50.2311,50.2782
0.013516,35.2064,42.2679,48.0149,49.6399,50.2292,50.2763
0.01352,35.2045,42.2661,48.0131,49.638,50.2274,50.2745
0.013524,35.2027,42.2643,48.0112,49.6362,50.2255,50.2727
0.013528,35.2009,42.2624,48.0094,49.6344,50.2237,50.2708
0.013532,35.199,42.2606,48.0076,49.6325,50.2219,50.269
0.013536,35.1972,42.2587,48.0057,49.6307,50.22,50.2671
0.01354,35.1954,42.2569,48.0039,49.6288,50.2182,50.2653
0.013544,35.1935,42.2551,48.0021,49.627,50.2164,50.2635
0.013548,35.1917,42.2532,48.0002,49.6252,50.2145,50.2616
0.013552,35.1899,42.2514,47.9984,49.6233,50.2127,50.2598
0.013556,35.188,42.2496,47.9966,49.6215,50.2109,50.258
0.01356,35.1862,42.2477,47.9947,49.6197,50.209,50.2561
0.013564,35.1844,42.2459,47.9929,49.6178,50.2072,50.2543
0.013568,35.1825,42.2441,47.9911,49.616,50.2054,50.2525
0.013572,35.1807,42.2422,47.9892,49.6142,50.2035,50.2506
0.013576,35.1789,42.2404,47.9874,49.6123,50.2017,50.2488
0.01358,35.177,42.2386,47.9856,49.6105,50.1999,50.247
0.013584,35.1752,42.2367,47.9837,49.6087,50.198,50.2451
0.013588,35.1734,42.2349,47.9819,49.6068,50.1962,50.2433
0.013592,35.1716,42.2331,47.9801,49.605,50.1944,50.2415
0.013596,35.1697,42.2312,47.9782,49.6032,50.1925,50.2396
0.0136,35.1679,42.2294,47.9764,49.6013,50.1907,50.2378
0.013604,35.1661,42.2276,47.9746,49.5995,50.1889,50.236
0.013608,35.1642,42.2258,47.9727,49.5977,50.187,50.2342
0.013612,35.1624,42.2239,47.9709,49.5959,50.1852,50.2323
0.013616,35.1606,42.2221,47.9691,49.594,50.1834,50.2305
0.01362,35.1588,42.2203,47.9673,49.5922,50.1815,50.2287
0.013624,35.1569,42.2184,47.9654,49.5904,50.1797,50.2268
0.013628,35.1551,42.2166,47.9636,49.5885,50.1779,50.225
0.013632,35.1533,42.2148,47.9618,49.5867,50.1761,50.2232
0.013636,35.1515,42.2129,47.9599,49.5849,50.1742,50.2213
0.01364,35.1496,42.2111,47.9581,49.5831,50.1724,50.2195
0.013644,35.1478,42.2093,47.9563,49.5812,50.1706,50.2177
0.013648,35.146,42.2075,47.9545,49.5794,50.1688,50.2159
0.013652,35.1442,42.2056,47.9526,49.5776,50.1669,50.214
0.013656,35.1423,42.2038,47.9508,49.5757,50.1651,50.2122
0.01366,35.1405,42.202,47.949,49.5739,50.1633,50.2104
0.013664,35.1387,42.2002,47.9472,49.5721,50.1614,50.2086
0.013668,35.1369,42.1983,47.9453,49.5703,50.1596,50.2067
0.013672,35.1351,42.1965,47.9435,49.5684,50.1578,50.2049
0.013676,35.1332,42.1947,47.9417,49.5666,50.156,50.2031
0.01368,35.1314,42.1929,47.9399,49.5648,50.1541,50.2013
0.013684,35.1296,42.191,47.938,49.563,50.1523,50.1994
0.013688,35.1278,42.1892,47.9362,49.5611,50.1505,50.1976
0.013692,35.126,42.1874,47.9344,49.5593,50.1487,50.1958
0.013696,35.1241,42.1856,47.9326,49.5575,50.1468,50.194
0.0137,35.1223,42.1837,47.9307,49.5557,50.145,50.1921
0.013704,35.1205,42.1819,47.9289,49.5539,50.1432,50.1903
0.013708,35.1187,42.1801,47.9271,49.552,50.1414,50.1885
0.013712,35.1169,42.1783,47.9253,49.5502,50.1396,50.1867
0.013716,35.115,42.1765,47.9234,49.5484,50.1377,50.1849
0.01372,35.1132,42.1746,47.9216,49.5466,50.1359,50.183
0.013724,35.1114,42.1728,47.9198,49.5447,50.1341,50.1812
0.013728,35.1096,42.171,47.918,49.5429,50.1323,50.1794
0.013732,35.1078,42.1692,47.9162,49.5411,50.1305,50.1776
0.013736,35.1059,42.1673,47.9143,49.5393,50.1286,50.1757
0.01374,35.1041,42.1655,47.9125,49.5375,50.1268,50.1739
0.013744,35.1023,42.1637,47.9107,49.5356,50.125,50.1721
0.013748,35.1005,42.1619,47.9089,49.5338,50.1232,50.1703
0.013752,35.0987,42.1601,47.9071,49.532,50.1214,50.1685
0.013756,35.0969,42.1583,47.9052,49.5302,50.1195,50.1667
0.01376,35.0951,42.1564,47.9034,49.5284,50.1177,50.1648
0.013764,35.0932,42.1546,47.9016,49.5265,50.1159,50.163
0.013768,35.0914,42.1528,47.8998,49.5247,50.1141,50.1612
0.013772,35.0896,42.151,47.898,49.5229,50.1123,50.1594
0.013776,35.0878,42.1492,47.8962,49.5211,50.1104,50.1576
0.01378,35.086,42.1473,47.8943,49.5193,50.1086,50.1557
0.013784,35.0842,42.1455,47.8925,49.5175,50.1068,50.1539
0.013788,35.0824,42.1437,47.8907,49.5156,50.105,50.1521
0.013792,35.0805,42.1419,47.8889,49.5138,50.1032,50.1503
0.013796,35.0787,42.1401,47.8871,49.512,50.1014,50.1485
0.0138,35.0769,42.1383,47.8853,49.5102,50.0996,50.1467
0.013804,35.0751,42.1365,47.8834,49.5084,50.0977,50.1449
0.013808,35.0733,42.1346,47.8816,49.5066,50.0959,50.143
0.013812,35.0715,42.1328,47.8798,49.5048,50.0941,50.1412
0.013816,35.0697,42.131,47.878,49.5029,50.0923,50.1394
0.01382,35.0679,42.1292,47.8762,49.5011,50.0905,50.1376
0.013824,35.0661,42.1274,47.8744,49.4993,50.0887,50.1358
0.013828,35.0642,42.1256,47.8726,49.4975,50.0869,50.134
0.013832,35.0624,42.1238,47.8708,49.4957,50.085,50.1322
0.013836,35.0606,42.1219,47.8689,49.4939,50.0832,50.1303
0.01384,35.0588,42.1201,47.8671,49.4921,50.0814,50.1285
0.013844,35.057,42.1183,47.8653,49.4903,50.0796,50.1267
0.013848,35.0552,42.1165,47.8635,49.4884,50.0778,50.1249
0.013852,35.0534,42.1147,47.8617,49.4866,50.076,50.1231
0.013856,35.0516,42.1129,47.8599,49.4848,50.0742,50.1213
